film_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
64548,Gun Girls,1957.0,3.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,5,4,5.0,4,1,1.5,3
64549,Knight Club,2001.0,4.0,1.0,20.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4,4,5.0,2,1,1.5,2
64550,Lucky Luke (2009 film),2009.0,4.0,1.0,20.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,6.0,2.0,3.0,2.0,5.0,4.0,4,3,3.0,2,1,1.5,2
64551,The Unwanted,2014.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5,5,5.0,3,1,2.0,3
64552,The Pirate and the Slave Girl,1959.0,3.0,4.0,10.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5,4,5.0,4,1,2.5,3
64553,Vive la France,2013.0,3.0,2.0,10.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,3.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,3,5.0,4,1,1.5,3
64554,The Gambler (1938 film),1938.0,5.0,1.0,6.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,5,5,5.0,3,1,2.0,3
64555,Abhagin,1938.0,5.0,2.0,5.0,5.0,4.0,3.0,6.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,5,5.0,4,1,1.5,2
64556,365 Days (2015 film),2015.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2,4,3.0,1,1,1.0,1
64557,Café Society (2016 film),2016.0,5.0,2.0,10.0,4.0,3.0,3.0,6.0,5.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,5.0,3.0,5.0,5.0,6.0,6.0,4.0,5.0,3.0,6.0,4.0,4,4,4.0,2,1,2.0,2
64558,"Good Luck, Kekec",1963.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,1.0,2.0,4.0,5.0,5.0,3.0,7.0,3.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,5,5,5.0,4,1,1.5,3
64559,The Yellow Flag,1937.0,5.0,2.0,10.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4,4,5.0,3,2,1.5,2
64560,Torso: The Evelyn Dick Story,2002.0,5.0,2.0,10.0,4.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,4,3.0,4,2,2.0,3
64561,Polly Pocket: 2 Cool at the Pocket Plaza,2005.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,7.0,2.0,6.0,4.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5,4,5.0,2,1,1.5,3
64562,Manjhi – The Mountain Man,2015.0,6.0,1.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,6.0,6.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,5,5,6.0,5,1,1.5,1
64563,Crash Landing (1958 film),1958.0,5.0,2.0,15.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,7.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,4,1,1.5,2
64564,Wallflower (film),1948.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,7.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4,4,5.0,2,1,1.0,3
64565,The Military Air-Scout,1911.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,7.0,2.0,6.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,5,3,4.0,3,1,1.0,2
64566,Deception (1932 film),1932.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4,4,5.0,4,1,1.5,3
64567,The Murder Clinic,1966.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,2.0,5.0,4.0,4,3,2.0,5,1,1.0,2
64568,The Last Stagecoach West,1957.0,4.0,3.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,5,4,4.0,3,1,2.0,3
64569,Mermaids and Rascals,1968.0,5.0,4.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,6.0,3.0,6.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4,4,4.0,2,1,1.5,2
64570,The Oregon Trail (1959 film),1959.0,3.0,3.0,8.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,5,4,5.0,3,1,1.5,2
64571,Marijuana Stop!,1971.0,4.0,3.0,10.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,3,3,3.0,2,1,1.5,1
64572,Raw Timber,1937.0,5.0,3.0,8.0,1.0,5.0,4.0,5.0,6.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,7.0,3.0,6.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5,4,5.0,4,1,1.5,3
64573,First They Killed My Father (film),2017.0,6.0,1.0,15.0,5.0,5.0,3.0,7.0,7.0,6.0,6.0,7.0,1.0,1.0,1.0,4.0,6.0,6.0,3.0,6.0,5.0,5.0,7.0,7.0,7.0,4.0,6.0,5.0,6.0,3.0,5,5,6.0,5,4,2.0,3
64574,Tears of Kali,2004.0,4.0,3.0,10.0,1.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,4,2,1.0,4,4,3.5,1
64575,Burn Your Maps,2016.0,5.0,2.0,5.0,5.0,4.0,3.0,6.0,6.0,5.0,5.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,5.0,4,5,6.0,4,1,1.5,2
64576,Miserable at Middle Age,1949.0,5.0,1.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,7.0,3.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,5,5,6.0,3,2,2.5,3
64577,Sun Belt Express,2014.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4,4,5.0,4,1,1.5,2
64578,Obey the Law (1933 film),1933.0,5.0,3.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,6.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,4,4,5.0,2,1,1.5,2
64579,Hey Good Looking!,2006.0,5.0,4.0,10.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3,4,4.0,2,1,1.5,2
64580,World Wide What?,2015.0,5.0,1.0,15.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,6.0,3.0,5.0,4.0,5.0,5.0,5,4,2.0,3,1,1.5,1
64581,The Conquerors (2013 film),2013.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4,4,5.0,3,1,1.5,2
64582,Encounter in Salzburg,1964.0,5.0,1.0,10.0,3.0,3.0,2.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,5,5.0,4,1,1.5,3
64583,Nakaw Na Pag-ibig,1980.0,5.0,3.0,3.0,5.0,2.0,2.0,6.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,5,5,5.0,5,1,2.0,3
64584,Red Room (film),1999.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,5,2,2.0,4,1,1.0,3
64585,Dakota (1988 film),1988.0,5.0,3.0,3.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,3,4,5.0,2,1,1.0,2
64586,Sins Without Intentions,1975.0,5.0,3.0,4.0,5.0,4.0,2.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,5,6.0,4,1,1.5,3
64587,The Possessors,1958.0,5.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,5,4,3.0,3,1,1.5,3
64588,The Daughter (2015 film),2015.0,6.0,3.0,10.0,5.0,3.0,2.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,6.0,2.0,4,5,5.0,4,2,2.0,3
64589,Desierto,2015.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,5.0,4.0,5,3,5.0,4,1,1.5,3
64590,Sunset Song (film),2015.0,5.0,1.0,5.0,5.0,4.0,3.0,6.0,7.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,3.0,5.0,3.0,4.0,6.0,5.0,3.0,5.0,5.0,5.0,3.0,5,5,6.0,5,1,2.0,3
64591,House of Bodies,2013.0,4.0,2.0,10.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4,3,2.0,4,2,1.5,2
64592,Racetrack (1933 film),1933.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4,4,5.0,3,1,1.5,2
64593,Viral (2016 film),2016.0,5.0,2.0,8.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,3.0,5.0,3.0,5.0,4.0,5,5,6.0,5,1,1.5,3
64594,Liquirizia,1979.0,5.0,2.0,20.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4,4,4.0,2,1,1.5,2
64595,Secret Enemies,1942.0,5.0,3.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,7.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,5,1,1.5,3
64596,Sembene!,2015.0,5.0,1.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,7.0,2.0,6.0,6.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,2,4,6.0,1,1,1.0,1
64597,Forsaken (2015 film),2015.0,5.0,2.0,10.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5,4,5.0,4,4,2.5,2
64598,Andhra Pori,2015.0,4.0,2.0,10.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2,2,3.0,1,1,1.0,1
64599,Beatriz (film),1976.0,3.0,3.0,10.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,6.0,5.0,3.0,3.0,5.0,2.0,3.0,6.0,6.0,3.0,5.0,4.0,5.0,2.0,5,5,5.0,5,1,2.5,2
64600,Batman: The Killing Joke (film),2016.0,4.0,3.0,10.0,5.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,5,3,5.0,4,4,3.5,3
64601,Hercules and the Treasure of the Incas,1964.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,5,1,2.0,3,1,1.5,3
64602,Bhai-Bhai (1956 Hindi film),1956.0,5.0,3.0,10.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,7.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5,5,5.0,4,1,1.5,3
64603,Murder at Monkey Hill,1976.0,4.0,2.0,5.0,1.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,2.0,4,4,5.0,4,1,1.0,2
64604,Death of a Gentleman,2015.0,5.0,1.0,10.0,1.0,3.0,2.0,5.0,3.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,4,1,1.0,2,1,1.0,2
64605,Faraar (2015 film),2015.0,4.0,3.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,5,4,3.5,3
64606,Eternal Love (1917 film),1917.0,4.0,2.0,10.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,4.0,6.0,5.0,3.0,4.0,4.0,5.0,3.0,4,4,5.0,3,1,2.5,3
64607,The Wedding and Bebek Betutu,2015.0,5.0,3.0,15.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4,2,3.0,3,1,1.5,2
64608,The Clan (2015 film),2015.0,5.0,2.0,10.0,5.0,1.0,2.0,6.0,3.0,1.0,5.0,6.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,2.0,5,5,5.0,5,1,2.0,3
64609,Beeba Boys,2015.0,3.0,2.0,10.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,4.0,5,3,3.0,4,1,2.0,3
64610,Bullets for O'Hara,1941.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,6.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4,4,5.0,4,1,1.5,2
64611,Under Western Skies (1945 film),1945.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,7.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,2.0,5,3,3.0,4,1,1.0,3
64612,A-Lad-In Bagdad,1938.0,3.0,2.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,6.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4,3,2.0,4,1,1.5,3
64613,Where to Invade Next,2015.0,5.0,1.0,10.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,9.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,2,1,3.0,1,1,1.0,1
64614,One More Tomorrow (film),1946.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,4,4,5.0,2,1,1.5,3
64615,Sarvasakshi,1978.0,5.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4,4,5.0,4,1,1.5,2
64616,Amar Akbar Anthony (2015 film),2015.0,4.0,3.0,20.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,6.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,5,3,5.0,4,4,2.0,3
64617,Maa (1952 film),1952.0,5.0,3.0,8.0,4.0,3.0,2.0,5.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,2.0,5,5,5.0,3,1,1.5,3
64618,Angry Indian Goddesses,2015.0,5.0,5.0,6.0,5.0,4.0,3.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,4,5,6.0,5,2,2.0,3
64619,The Bride He Bought Online,2015.0,3.0,3.0,8.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,5,5,5.0,5,2,2.0,3
64620,Anthropoid (film),2016.0,6.0,2.0,10.0,5.0,5.0,3.0,6.0,6.0,5.0,6.0,7.0,1.0,1.0,1.0,3.0,5.0,6.0,3.0,5.0,5.0,5.0,6.0,6.0,5.0,3.0,5.0,4.0,5.0,5.0,5,4,5.0,4,1,1.5,3
64621,The Guardian's Son,2006.0,5.0,3.0,10.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,3,4,5.0,2,1,1.5,1
64622,Family Pack (2000 film),2000.0,5.0,1.0,10.0,5.0,4.0,2.0,6.0,5.0,6.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,3,4,5.0,3,1,1.0,2
64623,Lamb (2015 American film),2015.0,5.0,2.0,10.0,5.0,2.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,6.0,6.0,4.0,5.0,4.0,5.0,3.0,3,5,5.0,3,1,1.5,2
64624,Roses à crédit,2010.0,5.0,2.0,10.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,4,4,5.0,2,1,1.0,2
64625,The Wait (2015 film),2015.0,5.0,2.0,5.0,5.0,4.0,3.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,3.0,5.0,4.0,5.0,2.0,2,5,5.0,4,1,1.5,1
64626,Looking for Grace,2015.0,6.0,3.0,10.0,3.0,4.0,3.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,2.0,6.0,6.0,3.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0,3.0,3,5,5.0,3,4,4.0,2
64627,City Streets (1938 film),1938.0,5.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,6.0,3.0,6.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,3,5,6.0,3,1,1.5,3
64628,Little Miss Roughneck,1938.0,3.0,2.0,10.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4,4,5.0,4,1,1.5,2
64629,Here Comes Happiness,1941.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,7.0,3.0,6.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4,4,5.0,2,1,1.5,2
64630,Dark Medicine,2013.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4,1,1.0,3,1,1.0,3
64631,The Arizona Wildcat,1939.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,6.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,4,4,4.0,3,1,1.5,3
64632,Paartha Gnabagam Illayo (film),1985.0,5.0,2.0,15.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,4,4,5.0,3,1,1.5,2
