tv_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
29126,RIS: Delitti Imperfetti season 3,2007.0,5,2,25,3,4,4,5,6,5,5,4,1,1,3,5,5.0,5,4,5,6,3,5,6,5,4,5,4,5,5,5,4,5,5,4,2.0,3
29127,Ek Thi Begum,2021.0,5,1,25,5,5,5,6,6,5,6,5,1,1,5,4,5.0,6,4,5,4,5,5,6,5,4,6,4,5,5,5,5,7,5,1,2.0,3
29128,Ratris Khel Chale,2022.0,4,5,10,3,2,2,5,5,5,5,3,5,1,4,3,5.0,5,3,3,3,3,5,6,5,3,5,4,5,2,5,4,3,5,4,3.5,3
29130,The Froggy Apple Crumple Thumpkin,2025.0,3,3,5,1,4,2,3,5,5,5,1,7,7,5,3,6.0,6,4,6,5,3,2,6,7,4,5,2,5,4,5,2,3,3,1,1.0,2
29132,Bangkok Buddies,2019.0,5,4,20,3,4,3,6,5,6,5,5,1,1,3,2,5.0,5,3,5,4,6,5,5,4,4,5,3,5,3,2,4,4,1,1,1.0,1
29133,Kuramey Vadhaaee Salaam,2006.0,5,3,10,3,4,3,5,6,5,5,5,1,1,2,3,4.0,4,3,3,3,5,5,5,4,3,5,4,5,3,4,4,5,3,1,1.5,2
29134,The New Phil Silvers Show,2025.0,5,1,10,1,2,2,5,3,3,5,5,1,1,3,3,4.0,5,4,5,3,5,4,4,3,4,5,1,5,3,4,4,2,1,1,1.5,1
29135,Men Are Men,2020.0,5,3,10,3,3,3,5,5,5,5,5,1,1,2,3,4.0,4,3,4,3,6,5,5,5,4,5,3,5,2,2,4,5,1,1,1.0,2
29136,Earth to Ned,2020.0,5,2,10,1,4,3,3,5,3,5,1,7,6,5,3,5.0,5,3,5,5,5,3,6,6,4,6,1,5,4,3,1,2,3,1,1.0,1
29137,Straightaway (TV series),2025.0,5,2,10,1,3,4,5,4,5,5,5,1,1,3,2,5.0,5,4,4,3,6,5,5,5,3,5,2,5,4,4,2,2,1,1,1.0,1
29140,Tale of the Nine Tailed,2020.0,3,3,20,5,4,4,5,6,5,6,2,7,5,5,5,6.0,7,4,5,5,3,4,6,6,4,6,4,6,4,5,5,6,5,4,2.5,3
29141,Phyl &amp; Mikhy,2019.0,4,2,5,4,4,3,4,4,4,4,4,1,1,4,2,4.0,4,3,1,3,5,4,4,3,3,4,2,5,3,3,4,3,2,1,1.0,1
29142,Dead End: Paranormal Park,2020.0,5,3,5,5,5,4,6,6,6,7,3,7,5,5,3,5.0,6,4,5,5,5,5,6,6,4,6,4,5,5,5,5,5,4,1,1.5,2
29143,Window on Main Street,2025.0,5,1,10,3,4,3,5,5,5,5,5,1,1,4,3,5.0,5,3,5,3,5,5,5,5,4,5,4,5,4,2,5,5,3,1,1.5,1
29145,Waffle the Wonder Dog,2020.0,2,1,10,1,4,2,2,4,3,4,2,4,2,2,2,4.0,4,3,5,3,6,2,5,5,3,5,2,5,2,2,2,2,2,1,1.0,1
29147,Amar Demais,2020.0,5,1,30,3,5,3,6,6,6,5,4,1,1,2,3,4.0,5,3,4,5,5,5,5,5,4,5,4,5,4,4,4,6,5,1,1.5,3
29148,My Dangerous Wife,2020.0,5,3,20,3,2,3,5,5,3,5,4,2,1,3,3,5.0,5,4,5,5,5,4,6,5,4,5,4,5,4,5,4,6,5,2,2.0,3
29149,A Gingerbread Romance,2020.0,5,3,10,3,4,4,5,5,5,5,4,2,1,3,3,5.0,5,3,6,2,6,4,5,5,4,5,4,5,4,4,5,5,2,1,1.5,2
29150,A Heavenly Christmas,2025.0,5,2,5,3,4,4,5,5,5,5,2,5,2,2,3,4.0,5,3,7,3,5,3,5,5,4,5,4,5,4,4,5,6,4,4,2.5,2
29151,The Investigators (1961 TV series),1961.0,5,5,5,1,3,4,5,3,3,5,5,1,1,3,1,5.0,5,3,5,3,6,5,4,4,3,5,1,5,4,5,2,2,2,1,1.0,1
29153,JL50,2020.0,5,3,5,5,5,5,6,7,6,6,3,7,7,5,5,6.0,6,4,7,7,3,5,6,5,4,6,5,5,5,5,5,7,5,4,4.0,3
29154,The Goldbergs season 8,2025.0,5,4,30,3,4,3,5,5,5,5,5,1,1,2,3,5.0,5,3,7,3,6,5,5,5,4,5,3,5,4,4,5,4,2,1,1.5,3
29155,Blame the Hero,2021.0,4,3,15,3,3,3,5,5,4,5,2,7,7,5,6,5.0,6,4,5,6,2,3,6,6,3,5,3,5,5,5,5,6,5,4,4.0,3
29156,Lovely Writer,2021.0,5,2,20,4,4,3,5,6,5,5,5,1,1,3,3,5.0,5,3,7,3,6,5,5,5,4,5,4,5,4,3,5,5,3,1,1.5,2
29157,Knock on the Happiness Door,2020.0,5,2,10,3,4,4,6,6,6,6,5,1,1,3,3,4.0,5,3,6,3,6,5,6,5,4,5,4,5,4,3,4,6,3,1,1.5,3
29158,The Singapore Grip (TV series),2022.0,5,3,20,4,3,3,5,4,3,5,6,1,1,5,3,6.0,6,3,4,4,5,5,6,5,3,5,3,5,2,4,4,4,4,1,1.5,2
29159,Voyage Out,1969.0,5,1,10,3,4,2,5,5,5,5,4,1,1,2,2,3.0,4,3,2,4,3,5,5,4,3,5,4,5,3,2,4,5,3,2,2.0,3
29160,Ente Manasaputhri,2017.0,5,2,20,3,4,3,5,5,5,5,5,1,1,2,2,4.0,5,3,5,3,6,5,5,5,4,5,4,5,3,3,4,5,2,1,1.0,2
29161,Love Revolution (web series),2020.0,5,2,20,3,4,3,5,5,5,5,5,2,1,2,2,4.0,5,3,5,3,6,5,5,5,4,5,4,5,4,2,3,4,2,1,1.0,1
29162,Ben 10 Versus the Universe: The Movie,2020.0,5,3,10,1,5,4,5,6,5,5,2,7,6,5,5,5.0,6,4,7,3,5,5,6,6,4,5,3,5,5,5,4,5,5,2,2.0,3
29163,Peter Loves Mary,2021.0,5,2,20,3,3,3,5,3,5,5,5,1,1,3,2,5.0,5,3,5,2,6,5,5,3,3,5,2,5,4,4,4,3,1,1,1.5,1
29164,Keep On Truckin' (The Conners),2025.0,5,5,5,3,4,4,6,6,5,5,5,1,1,2,3,4.0,5,3,5,5,5,6,5,5,4,6,4,5,3,4,4,5,5,1,1.5,2
29165,JoJo &amp; Gran Gran,2020.0,6,2,10,4,5,2,6,5,6,6,6,1,1,3,2,5.0,5,3,6,1,7,6,5,5,4,5,4,5,3,1,2,2,1,1,1.0,1
29166,Te acuerdas de mí,2021.0,5,2,20,3,3,2,5,5,5,5,4,1,1,2,3,4.0,4,3,3,5,5,4,5,4,3,5,4,5,2,4,4,5,3,4,1.5,3
29167,Montserrat (Hollywood Television Theatre),2025.0,5,1,5,5,5,4,6,6,5,5,5,1,1,5,2,5.0,6,3,2,5,4,5,6,5,4,6,5,5,5,5,4,6,5,1,1.5,3
29168,Sacco-Vanzetti Story,2025.0,6,2,20,5,5,2,6,6,5,6,6,1,1,3,3,5.0,6,3,5,5,5,6,6,5,4,6,5,5,2,5,4,1,5,4,3.5,3
29170,The Flight of the Grey Wolf,1976.0,5,2,5,3,4,4,5,6,5,5,4,2,1,3,3,5.0,5,3,5,5,5,5,5,5,3,5,4,5,4,4,4,5,4,1,1.0,2
29171,The Barrier (TV series),2019.0,5,1,30,3,3,3,5,6,5,5,5,2,5,5,3,6.0,6,3,3,5,4,5,6,6,3,5,4,5,4,5,2,5,5,1,1.0,2
29172,The Sounds of Eden,2025.0,5,2,20,1,2,3,5,4,3,4,5,1,1,2,2,4.0,4,3,5,4,5,5,5,5,3,5,3,5,2,4,2,1,4,3,3.0,1
29173,The Tunnel (Playhouse 90),2025.0,5,1,10,1,4,4,5,5,3,5,6,1,1,4,2,5.0,6,3,5,3,5,6,6,5,4,6,4,6,5,5,2,3,4,1,1.0,2
29174,To the Sound of Trumpets,2025.0,5,2,25,3,4,3,6,6,5,6,5,1,1,4,3,5.0,6,3,3,4,5,5,6,6,4,6,4,6,4,4,4,5,3,1,1.5,2
29175,Hit-Monkey (TV series),2021.0,3,2,30,3,4,4,3,5,3,5,2,5,5,4,2,5.0,6,4,4,5,5,3,6,6,4,6,2,5,4,4,3,5,4,2,1.5,2
29176,The Cruel Day,2025.0,5,3,10,5,4,2,6,6,5,6,6,1,1,4,3,5.0,6,3,1,5,3,5,6,5,4,5,4,5,2,4,5,6,5,1,1.5,3
29177,In the Presence of Mine Enemies (Playhouse 90),2025.0,5,4,8,5,4,3,6,7,6,6,6,1,1,5,1,6.0,6,3,5,5,3,6,7,6,5,6,5,7,5,5,5,6,5,1,1.5,2
29178,Journey to the Day,2025.0,5,1,6,5,4,4,6,6,5,6,5,1,1,3,1,4.0,5,3,3,3,5,5,5,5,4,5,4,5,4,2,5,5,3,1,1.5,1
29179,Santhwanam (TV series),2020.0,5,5,20,5,4,3,5,5,5,5,5,1,1,3,4,5.0,5,3,5,3,5,4,5,3,3,5,4,5,4,5,5,5,3,4,3.5,2
29180,The Shape of the River,2025.0,5,1,20,3,2,2,6,6,5,5,5,1,1,2,2,4.0,5,2,2,5,3,5,6,4,3,5,4,5,2,3,5,6,5,1,1.5,3
29182,The Hiding Place (Playhouse 90),2025.0,5,3,5,3,2,2,6,5,3,5,4,1,1,3,2,5.0,5,3,5,5,5,5,6,5,4,6,4,5,1,4,4,5,4,2,1.5,2
29183,"Alas, Babylon (Playhouse 90)",2025.0,5,1,20,1,3,1,5,5,4,5,5,2,5,4,3,5.0,6,3,3,5,5,5,6,5,4,5,4,5,2,5,2,5,5,1,1.0,2
29184,The Plot to Kill Stalin,2025.0,5,6,15,1,1,3,5,3,1,5,6,1,1,5,5,6.0,6,3,3,5,3,5,6,5,4,6,4,5,4,5,4,3,5,1,1.5,3
29185,Elliott from Earth,2025.0,5,3,15,1,4,4,5,5,5,5,2,7,6,5,3,6.0,6,4,5,4,6,3,6,6,4,5,3,5,4,4,2,4,4,1,1.0,1
29186,Noon Khe,2019.0,5,1,20,3,4,3,5,5,5,5,5,1,1,3,3,4.0,5,3,2,3,5,5,5,4,4,5,3,5,3,4,3,4,2,1,2.0,1
29187,Raised by Wolves (Raised by Wolves episode),2025.0,5,3,20,3,2,4,5,5,3,6,2,7,7,5,3,6.0,6,4,3,5,3,5,6,7,4,5,4,6,4,5,4,5,5,1,2.5,3
29188,Us (British TV series),2020.0,5,2,10,3,4,3,6,5,5,6,5,1,1,2,3,5.0,5,3,5,3,5,5,5,5,4,6,4,5,4,3,5,5,4,4,3.5,2
29189,Forbidden Area (Playhouse 90),2025.0,5,4,10,3,1,2,5,3,3,5,3,2,3,4,4,5.0,5,4,7,5,3,4,5,5,4,5,3,5,4,5,2,3,5,1,1.5,2
29190,A Town Has Turned to Dust (Playhouse 90),2025.0,5,3,6,5,3,3,6,6,5,6,5,1,1,4,3,5.0,6,3,5,6,3,6,6,5,4,5,5,5,4,5,5,5,5,4,2.5,3
29191,Pentagram (Raised by Wolves),2025.0,5,5,20,3,3,4,5,5,4,5,3,6,7,5,3,5.0,6,4,3,5,3,4,6,6,4,5,4,5,4,5,4,5,5,4,3.5,2
29192,Helen Morgan (Playhouse 90),2025.0,5,1,5,4,4,4,6,5,5,6,6,1,1,2,3,4.0,5,3,5,3,5,6,6,5,4,6,4,5,3,3,4,5,3,1,1.5,2
29193,Homemade Love Story,2020.0,5,2,20,3,4,3,5,5,5,5,5,1,1,2,2,5.0,5,3,3,3,5,5,5,5,4,5,3,5,4,3,4,5,2,1,1.5,1
29194,The Pandemic Special,2020.0,5,6,20,5,2,2,5,3,5,5,3,1,1,5,5,5.0,6,3,3,5,3,5,5,6,4,6,3,5,3,5,4,5,5,4,2.5,3
29195,Virtual Faith,2025.0,5,5,20,3,3,3,5,5,5,5,3,6,6,5,5,6.0,6,3,3,5,3,5,6,6,4,6,4,5,4,5,4,5,5,3,3.0,2
29196,Our Flag Means Death,2022.0,5,2,30,4,4,2,5,6,5,6,4,2,1,4,3,5.0,6,3,5,5,6,4,6,6,4,6,4,6,3,4,4,5,3,1,1.5,2
29197,Naanga Romba Busy,2020.0,5,3,10,3,4,4,5,5,5,5,3,1,1,3,5,5.0,5,4,7,5,5,5,5,5,4,5,4,5,4,5,5,5,4,1,1.5,3
29198,Gabby's Dollhouse,2025.0,3,2,20,1,5,4,3,3,5,4,2,5,2,4,3,5.0,5,3,5,2,6,3,6,5,3,5,1,5,4,2,1,1,2,1,1.0,1
29199,The Killers of Mussolini,2025.0,5,1,20,1,1,1,5,1,1,5,6,1,1,4,5,5.0,6,3,7,3,5,6,6,5,4,6,3,5,2,5,4,1,5,1,2.0,3
29200,The Hostess with the Mostes',2025.0,5,1,10,3,3,4,5,5,3,5,5,1,1,3,3,5.0,5,3,5,3,6,5,5,5,4,5,3,5,4,2,2,3,2,1,1.0,1
29201,The Fabulous Irishman,2025.0,5,1,20,5,4,4,6,6,5,6,6,2,1,4,2,5.0,6,3,3,5,4,5,6,5,4,5,4,5,5,4,4,6,5,1,1.0,3
29203,Twenty Years to Life,2025.0,5,5,5,3,4,3,5,5,5,5,5,1,1,3,3,4.0,5,3,5,3,5,5,5,4,4,5,3,5,4,4,4,4,2,1,1.5,1
29204,Lie After Lie,2020.0,5,3,20,4,5,4,6,6,5,5,4,1,1,2,4,5.0,5,3,5,5,5,4,6,5,4,6,4,5,5,5,4,6,5,4,2.5,3
29205,Peacemaker (TV series),2003.0,5,1,30,2,3,4,6,5,4,6,2,6,6,5,3,5.0,5,4,5,5,5,3,6,6,4,6,3,6,4,4,3,5,4,1,1.5,2
29206,A Night to Remember (Kraft Television Theatre),1956.0,6,4,20,1,3,2,6,6,5,5,7,1,1,5,5,6.0,6,3,1,1,5,6,6,5,4,5,5,5,1,5,2,1,5,1,1.5,3
29207,Loafy,2025.0,2,1,20,1,2,2,2,3,2,4,1,5,2,4,2,4.0,5,3,3,5,5,2,5,5,3,6,1,5,2,4,1,1,3,1,1.0,1
29208,Onyx Equinox,2020.0,5,3,20,5,4,3,6,6,6,6,3,6,6,5,3,6.0,6,4,3,5,4,5,6,6,4,6,4,6,4,5,4,6,5,1,1.5,3
29210,Durban Gen,2020.0,5,1,20,4,4,3,5,5,5,5,5,1,1,3,2,5.0,5,3,5,4,5,5,5,5,4,5,4,5,4,4,4,6,5,4,2.5,2
29211,No Time for Sergeants (The United States Steel Hour),1955.0,5,2,5,1,4,3,5,4,5,5,5,1,1,3,3,5.0,5,3,5,3,5,5,5,3,4,5,3,5,4,4,3,3,1,1,1.0,2
29212,Secret Invasion (miniseries),2023.0,4,3,30,3,4,4,5,5,4,5,2,5,6,4,4,5.0,6,3,5,5,5,4,6,6,4,5,3,5,4,4,2,4,4,2,2.0,2
29214,Outer Range,2021.0,5,2,20,3,4,4,5,6,5,5,4,5,5,4,3,5.0,6,3,3,5,4,4,6,5,4,6,4,6,4,4,4,5,5,4,3.5,2
29216,ICarly (2021 TV series),2021.0,5,4,20,3,4,4,5,5,5,5,5,1,1,3,2,5.0,5,4,5,3,6,5,5,5,4,5,3,5,4,3,3,4,2,1,1.5,1
29217,Win or Lose (miniseries),2025.0,5,6,25,3,4,3,6,6,6,6,6,2,1,2,3,5.0,5,3,5,4,5,5,6,6,4,5,4,5,3,3,5,6,2,1,2.0,2
29218,Ironheart (miniseries),2025.0,5,2,20,3,4,4,5,5,5,5,3,5,6,4,2,5.0,5,4,1,4,5,5,5,6,4,5,3,5,4,4,3,5,4,1,1.5,1
29219,The Crown season 5,2022.0,6,3,30,5,3,4,6,6,3,6,6,1,1,5,5,6.0,6,3,5,5,6,6,6,6,5,6,4,6,3,5,4,5,5,2,2.5,2
29220,The Last Clear Chance,2025.0,5,3,10,3,4,3,5,6,5,5,4,1,1,2,3,4.0,5,3,5,5,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1.5,2
29222,Judgment at Nuremberg (Playhouse 90),2025.0,6,5,10,5,4,4,6,6,5,6,7,1,1,5,2,6.0,6,3,3,3,5,6,6,5,4,6,5,5,3,5,3,5,5,1,1.5,2
29223,The Penthouse: War in Life,2020.0,4,5,20,5,3,4,4,6,3,5,3,1,1,5,2,6.0,5,4,3,5,3,4,6,5,4,6,4,6,4,5,4,5,5,1,1.5,3
29224,P.O.W. (The United States Steel Hour),2025.0,6,3,5,5,5,4,6,6,6,6,6,1,1,4,2,5.0,6,3,5,4,3,6,6,5,4,5,4,5,4,4,5,5,4,1,1.5,2
29226,Gülperi,2019.0,5,2,10,5,4,4,6,6,6,5,4,1,1,2,3,5.0,5,3,5,5,4,5,6,5,4,5,4,5,4,4,4,6,5,1,1.5,3
29227,"Wait, My Youth",2020.0,5,2,20,3,4,3,6,6,6,5,5,1,1,2,2,4.0,4,3,5,3,6,6,5,4,4,5,4,6,3,2,4,5,1,1,1.0,2
29228,Meta Runner,2022.0,5,2,15,4,4,3,5,6,5,5,4,5,6,5,3,6.0,6,4,3,4,5,5,6,6,4,5,3,5,4,4,3,5,5,2,1.5,2
29229,The Family Chantel,2025.0,5,2,10,3,3,3,5,5,5,4,5,1,1,2,2,3.0,3,3,3,3,5,4,4,3,3,5,2,5,3,3,4,3,3,1,1.5,1
29230,Hamari Wali Good News,2020.0,4,2,10,5,4,3,5,5,5,4,3,1,1,3,5,4.0,5,3,3,5,3,3,5,4,3,5,4,5,4,5,4,5,4,2,3.5,3
29231,Kairos (TV series),2020.0,5,2,20,3,4,4,6,6,4,5,3,3,5,4,3,5.0,5,4,5,5,4,5,6,5,4,6,4,5,4,5,5,6,5,4,2.5,3
29232,Hello Stranger (web series),2023.0,6,2,10,3,4,3,6,6,6,5,6,1,1,3,2,4.0,5,3,6,4,6,5,5,5,4,6,4,5,4,3,4,5,2,1,1.0,2
29233,Accidentally in Love (TV series),2018.0,5,2,20,3,4,3,5,5,5,5,4,2,1,3,1,5.0,5,3,5,3,6,4,5,5,4,5,3,5,4,3,3,5,3,1,1.5,2
29234,Crackdown (TV series),2020.0,5,2,20,3,3,4,5,5,5,5,5,2,2,3,3,5.0,5,4,5,5,5,5,5,5,4,5,3,5,5,4,3,4,4,2,1.5,2
29236,The Unusual Suspects (miniseries),2021.0,5,3,10,4,3,3,5,5,5,5,5,1,1,4,2,5.0,6,4,4,5,5,5,6,5,4,5,3,5,3,5,4,4,5,1,1.5,2
29237,Bang the Drum Slowly (The United States Steel Hour),2025.0,6,2,10,3,5,4,6,7,6,6,6,1,1,2,3,4.0,5,3,5,4,5,5,6,5,4,6,5,5,4,5,5,6,4,1,1.5,2
29238,Love Is Sweet,2020.0,5,2,20,3,4,4,5,6,6,5,4,1,1,3,3,5.0,5,3,7,3,5,4,5,5,4,5,4,5,5,4,5,5,3,1,1.5,3
29239,Around the World in 80 Days (2021 TV series),2021.0,5,3,20,1,4,4,5,5,4,5,5,3,1,5,5,5.0,6,4,7,3,6,5,6,5,4,5,3,5,5,5,2,5,2,1,1.0,1
29240,Knee Deep (Roseanne),2025.0,5,4,5,3,4,3,6,5,6,5,5,1,1,2,4,5.0,5,3,5,3,5,5,4,4,4,5,3,5,4,4,4,3,2,1,1.5,2
29241,Keep Our Honor Bright,2025.0,5,2,5,4,3,3,6,5,5,5,5,1,1,3,2,4.0,5,3,3,5,5,5,5,5,4,5,4,5,3,4,4,5,4,1,1.0,3
29242,The Spies Who Loved Me,2020.0,5,2,20,3,4,3,5,6,5,5,4,3,2,3,3,5.0,5,4,5,5,5,4,6,5,4,5,4,6,4,4,4,5,4,2,2.0,3
29243,Legacy (South African TV series),2020.0,5,4,20,4,3,3,5,5,4,5,5,1,1,4,3,5.0,5,3,3,5,5,5,5,5,4,5,4,5,4,4,4,4,5,1,1.5,3
29244,Zombie Detective,2020.0,4,2,20,3,4,4,5,5,4,5,2,5,5,3,3,5.0,5,3,5,5,5,4,5,5,4,5,3,5,5,4,4,5,4,1,1.5,2
29245,The Arena (Studio One),2025.0,5,2,3,3,3,2,5,5,5,5,5,1,1,2,2,4.0,5,3,3,3,5,5,5,3,3,5,3,5,2,4,4,3,3,1,1.0,1
29246,The Defender (Studio One),2025.0,5,3,5,1,4,4,6,5,5,6,5,1,1,2,3,5.0,5,3,5,5,5,6,5,5,4,6,4,5,4,5,5,5,5,1,1.5,3
29247,Phirki,2022.0,5,2,30,5,5,5,6,6,6,5,3,1,1,5,5,5.0,5,4,3,5,3,4,6,5,4,6,4,5,5,5,5,6,5,4,2.0,3
29248,Adult Material,2020.0,5,1,25,5,4,4,6,6,6,6,5,1,1,3,3,5.0,5,4,5,5,5,6,6,5,4,6,4,5,4,4,5,6,4,2,2.0,2
29249,Soulmates (TV series),2020.0,5,3,30,1,4,3,5,5,5,5,4,3,5,4,2,5.0,6,3,5,5,6,4,6,5,4,6,4,5,3,4,4,5,4,1,1.0,2
29250,Schmigadoon!,2024.0,5,2,25,1,4,3,5,5,5,6,2,7,2,5,2,6.0,6,4,5,5,6,3,6,6,4,6,3,6,3,4,5,5,4,2,1.5,2
29251,Gaya sa Pelikula,2023.0,5,2,10,4,4,3,6,6,6,5,6,1,1,3,2,5.0,5,3,4,3,5,5,5,5,4,5,4,5,4,3,4,5,3,1,1.0,2
29252,The Bridge (2018 TV series),2011.0,6,2,20,4,4,4,6,5,5,6,6,1,1,4,2,5.0,6,4,5,5,5,5,6,5,4,5,4,5,4,4,3,4,4,1,1.5,2
29254,Old Man (Playhouse 90),2025.0,5,3,10,3,4,3,5,5,5,5,5,1,1,3,3,5.0,5,3,5,3,5,5,6,5,4,5,4,6,3,4,4,5,3,1,1.0,2
29255,The Bride in Black,2020.0,5,1,5,3,4,3,5,5,4,5,4,1,1,3,3,4.0,5,3,3,5,5,5,5,5,3,5,3,5,4,4,4,5,5,2,2.0,3
29256,River Where the Moon Rises,2021.0,5,2,30,5,4,4,6,6,5,6,3,3,1,4,3,5.0,6,4,5,4,5,5,6,6,4,6,4,5,5,4,4,6,4,1,1.5,3
29257,F4 Thailand: Boys Over Flowers,2021.0,5,5,10,5,5,4,5,6,6,5,4,1,1,4,3,5.0,5,4,5,3,5,4,5,5,4,5,4,5,4,3,4,6,4,1,1.5,2
29259,For Whom the Bell Tolls (Playhouse 90),2025.0,5,5,5,3,4,4,6,5,5,5,6,1,1,4,3,6.0,6,3,3,3,5,6,6,5,4,6,4,5,4,5,4,4,5,1,1.0,1
29260,Agent Hamilton (TV series),2020.0,5,1,20,3,3,4,5,5,4,5,5,1,2,4,3,5.0,5,4,3,4,5,5,5,5,4,5,3,5,5,5,2,3,4,1,1.0,1
29262,Tjovitjo,2017.0,6,1,20,5,4,4,6,6,6,6,6,1,1,5,2,6.0,6,4,4,5,5,5,6,6,4,6,4,6,4,4,4,6,4,1,1.5,2
29263,Lost Ollie,2022.0,5,2,10,5,5,3,6,6,6,6,4,5,2,4,2,5.0,6,3,6,5,6,6,6,6,4,6,4,6,4,3,4,6,4,2,2.0,3
29264,Honour (British TV series),2020.0,6,4,20,5,4,4,6,7,6,6,6,1,1,3,3,5.0,5,4,6,5,5,6,6,5,4,6,5,5,5,5,4,5,5,1,1.5,2
29266,Ghum Hai Kisikey Pyaar Meiin,1972.0,3,2,10,5,4,4,5,6,5,5,3,1,1,3,5,5.0,5,3,1,5,3,3,5,5,3,5,4,5,4,5,5,6,5,1,2.0,3
29267,Dash &amp; Lily,2020.0,6,2,20,3,5,4,6,6,6,6,6,2,1,3,4,6.0,6,4,6,3,6,6,6,5,4,6,4,6,4,3,4,5,2,1,1.5,2
29268,Birthcare Center,2020.0,5,3,3,5,4,2,6,6,6,5,5,1,1,3,2,5.0,5,3,5,3,6,6,5,5,4,5,4,5,4,3,5,5,2,1,1.0,2
29269,Incredible Tales,2021.0,4,1,10,1,3,3,4,1,3,3,2,5,1,4,3,5.0,5,3,1,4,5,4,6,5,3,5,2,5,1,4,1,1,4,1,1.0,1
29270,I Told Sunset About You,2020.0,6,2,20,5,5,4,6,6,6,7,6,1,1,2,3,6.0,6,3,5,3,6,6,7,5,4,6,4,6,4,2,5,5,2,1,1.5,2
29271,Secret Adventures,2025.0,5,3,10,1,5,3,5,5,5,5,3,5,4,5,3,5.0,5,3,6,3,6,5,6,6,4,5,3,5,4,3,4,3,2,1,1.0,1
29272,Fragments (Steven Universe Future),2025.0,5,1,5,4,3,3,6,6,6,6,3,6,6,5,3,5.0,6,4,5,5,5,4,6,6,4,6,5,6,4,4,5,6,5,1,1.5,3
29273,Ram Pyaare Sirf Humare,2023.0,5,3,5,3,3,3,5,5,5,5,4,1,1,3,2,4.0,5,3,4,3,5,4,5,5,3,5,3,5,4,3,3,3,2,1,1.0,2
29274,Vikings: Valhalla,2022.0,5,3,30,5,3,4,5,5,3,5,6,2,1,5,3,6.0,6,4,5,5,5,6,6,6,4,5,4,6,4,5,2,5,5,2,1.5,2
29275,Phoenix 2020,2020.0,5,4,20,4,4,3,5,6,5,5,4,1,1,4,5,5.0,5,3,3,4,3,4,5,5,4,5,4,5,4,5,5,5,4,4,2.5,2
29276,Roadkill (TV series),2020.0,5,2,20,3,2,3,6,5,3,5,5,1,1,3,3,5.0,5,3,4,5,5,5,5,5,4,6,3,5,4,4,4,3,4,1,1.5,2
29277,The Sheriff of Cochise,2025.0,5,1,20,1,3,4,5,3,3,4,5,1,1,3,2,4.0,5,3,5,2,6,5,4,4,3,5,1,5,4,4,2,2,1,1,1.0,1
29278,To the Lake,2024.0,5,6,20,3,4,3,6,6,5,5,5,2,3,5,2,6.0,6,4,4,5,4,5,6,5,4,5,4,5,4,5,5,6,5,1,1.5,2
29279,Bagong Umaga,2020.0,5,4,10,5,2,2,6,6,5,5,5,1,1,2,3,4.0,5,3,5,5,3,4,6,5,3,5,4,5,4,4,4,6,5,4,3.5,3
29280,The Silent Sea (TV series),2021.0,5,3,20,3,4,4,5,6,5,5,4,5,6,5,3,6.0,7,3,3,5,5,5,6,6,4,5,4,5,4,5,4,5,5,4,2.0,3
29281,The Moon and Sixpence (1959 film),1959.0,5,1,4,3,2,2,5,4,3,5,4,2,1,3,4,5.0,5,3,3,5,3,5,5,5,3,5,4,5,4,4,4,6,5,2,1.5,3
