book_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
21877,Aagat,1975.0,5,1,10,5,4,4,5,5,5,6,6,1,1,5,2,6,6,3,6,3,6,6,6,5,4,5,4,5,3,2,2,2,2,1,1,1
21878,The Witness for the Dead,2021.0,6,1,20,4,4,5,6,6,5,6,5,5,5,5,5,6,6,4,7,5,6,6,6,5,4,6,4,6,5,5,5,6,4,1,1,2
21880,Yojana Gandha,1995.0,5,6,10,4,4,4,6,6,5,6,5,6,1,5,2,6,6,3,6,3,5,6,5,5,4,5,4,5,4,4,4,6,3,2,1,3
21882,Firefly (novel),2021.0,5,1,10,5,4,3,6,6,6,6,5,1,1,3,2,5,5,3,5,4,6,6,5,5,4,5,4,5,4,3,5,6,4,1,1,1
21883,Naya Sadak Ko Geet,1961.0,6,1,10,5,4,2,6,6,5,6,6,1,1,5,1,6,6,3,6,5,5,6,5,5,4,5,4,5,3,3,4,5,2,2,1,1
21884,We'll Meet Again (novel),,5,2,10,4,3,3,5,5,5,5,5,1,1,2,1,5,4,4,5,5,6,5,5,5,4,5,4,5,4,4,5,5,5,1,1,3
21885,Tainna,2021.0,5,6,10,5,4,3,6,5,6,6,6,1,1,4,1,6,6,3,5,5,6,6,6,5,4,5,4,6,3,2,5,3,2,4,4,1
21886,Suna no Utsuwa (novel),1961.0,5,3,20,4,3,4,6,5,5,6,6,1,1,4,3,6,6,3,7,6,6,5,6,6,4,5,4,5,4,5,5,5,5,4,1,3
21887,Mitt Elf Isem Ieħor: HappyVeganGirlJules,2021.0,6,2,10,4,4,3,6,5,6,6,6,1,1,4,2,6,6,4,5,5,6,6,6,6,4,6,4,5,3,3,5,5,2,1,1,1
21889,Ocean Prey,2021.0,5,3,10,3,4,5,6,5,4,6,5,1,1,3,3,6,5,4,6,3,6,5,5,5,4,5,2,5,5,5,3,2,4,1,1,2
21890,The Blotting Book,1908.0,5,2,10,3,3,4,5,5,5,6,5,1,1,2,2,5,5,3,6,5,6,5,5,5,4,5,3,5,4,4,3,2,4,1,1,3
21891,The Piccadilly Murder,1929.0,5,2,10,3,4,4,5,5,5,5,5,1,1,3,1,5,5,3,6,5,5,5,5,5,4,5,3,5,4,4,4,4,4,1,1,3
21892,Trial and Error (novel),1937.0,5,1,15,3,3,3,5,5,4,6,5,1,1,3,3,5,5,3,6,5,6,5,5,5,4,5,4,5,5,5,5,5,5,1,1,3
21893,The Cold Dark Night,1957.0,5,2,10,4,4,4,5,5,5,5,6,1,1,4,2,6,6,4,6,5,6,5,5,5,4,5,4,5,4,4,4,5,4,1,1,3
21896,Night Falls on the City,1967.0,6,2,15,5,4,4,6,6,5,6,6,1,1,4,2,6,6,3,5,5,6,6,6,5,4,6,4,5,4,4,4,5,4,2,1,3
21897,A Place in the Country (novel),1969.0,5,3,10,4,4,3,6,5,5,6,5,1,1,4,2,6,6,3,5,4,6,5,5,5,4,5,4,5,3,4,4,5,3,2,1,2
21898,Alfabet/Alphabet,2020.0,5,1,5,5,4,4,6,6,6,6,6,1,1,4,1,6,6,3,6,5,6,6,6,6,4,5,4,5,4,2,5,6,2,2,2,1
21899,Not to Be Taken,1938.0,5,1,10,3,3,3,5,5,4,5,5,1,1,3,1,5,5,3,3,5,6,5,5,5,4,5,3,5,3,4,2,2,4,1,1,2
21900,A Question of Proof,1935.0,5,2,10,3,3,4,5,5,4,6,5,1,1,3,2,5,5,4,5,5,6,5,5,5,4,5,3,5,4,4,3,3,5,1,1,3
21902,Kara (novel),2019.0,6,1,10,5,4,3,6,6,6,6,6,1,1,3,1,6,5,3,5,3,6,6,6,5,4,5,5,6,4,2,4,5,3,1,1,1
21904,The Clock in the Hatbox,1939.0,5,2,10,4,4,4,6,5,5,6,5,1,1,3,2,5,5,3,6,5,6,5,5,5,4,5,4,5,4,4,4,5,4,2,1,2
21905,Cheerharan,2016.0,5,2,20,5,5,2,6,7,6,6,5,1,1,4,1,6,6,3,6,2,5,6,6,5,4,6,5,5,1,4,5,3,5,1,1,3
21906,The Glass-Blowers,1963.0,5,6,10,4,3,3,6,5,5,6,5,1,1,4,3,6,6,3,7,5,6,6,5,5,4,5,4,5,3,4,5,4,2,2,1,2
21907,"Red Rose, White Rose (novella)",1944.0,5,1,5,4,2,3,5,5,4,6,5,1,1,3,2,5,5,3,6,5,6,5,6,5,4,6,4,5,3,3,5,6,4,1,1,3
21908,Draupadi Avashesh,2021.0,5,1,10,4,3,3,6,5,4,6,6,1,1,5,2,6,6,3,4,5,6,6,5,5,4,5,4,5,3,3,4,5,3,1,1,1
21909,Murder Has No Tongue,1937.0,5,2,10,4,3,3,5,5,4,5,5,1,1,2,2,5,5,3,6,5,6,5,5,5,4,5,4,5,4,4,4,2,4,1,1,3
21910,Pathshala (novel),2017.0,5,6,10,4,4,3,6,5,6,6,6,1,1,3,3,5,5,3,5,3,6,6,5,5,4,5,4,5,3,2,4,5,1,1,1,1
21911,Dear Dead Woman,1940.0,5,2,10,4,3,3,5,5,4,5,5,1,1,3,2,6,5,3,6,5,6,5,5,5,4,5,4,5,2,4,4,2,4,2,1,3
21912,Snake in the Grass (novel),1954.0,5,1,10,3,4,4,5,5,5,5,5,2,1,3,2,6,6,3,6,5,6,5,5,5,4,5,4,5,4,4,3,4,4,1,1,2
21913,The Shrew of Destiny,2014.0,5,1,20,4,4,4,5,5,5,5,3,6,3,5,6,6,6,3,5,5,6,5,5,5,4,5,4,5,5,5,5,5,4,2,1,3
21914,The Tragedy at Freyne,1927.0,5,1,10,4,4,4,5,5,5,6,5,1,1,3,1,5,6,3,5,5,5,5,5,5,4,5,4,5,4,4,4,3,5,2,1,3
21915,Death at Four Corners,1929.0,5,1,10,3,3,4,5,5,4,5,5,1,1,3,2,5,5,3,7,3,6,5,5,5,4,5,3,5,3,4,3,2,4,1,1,2
21916,The Mystery of the Open Window,1929.0,5,2,10,3,3,4,5,5,3,5,5,1,1,3,2,5,5,3,6,5,6,5,5,5,4,5,3,5,4,4,2,2,5,1,1,1
21917,The Slip-Carriage Mystery,1928.0,5,1,10,3,3,4,5,5,4,6,5,1,1,3,2,5,5,3,5,4,6,5,5,5,4,5,4,5,4,4,2,1,5,2,1,3
21918,The Mendip Mystery,1929.0,5,1,10,3,3,4,5,5,4,5,5,2,1,3,2,6,5,3,5,5,5,5,5,5,4,5,4,5,3,4,3,2,4,2,1,2
21919,Leviathan Falls,2021.0,5,6,20,4,4,4,6,6,5,6,5,7,7,5,6,6,6,4,6,6,5,5,6,6,4,6,5,5,5,5,5,6,5,2,1,3
21920,The Deductions of Colonel Gore,1924.0,5,2,10,3,4,4,5,5,5,5,5,1,1,3,1,5,5,3,6,4,6,5,5,5,4,5,4,5,4,4,4,4,4,1,1,3
21921,Black Chalk,,5,2,6,4,4,3,6,5,5,6,5,1,1,3,2,6,6,3,5,5,5,5,5,5,4,6,4,5,3,4,4,5,4,4,3,3
21922,Jyoti Jyoti Mahajyoti,1988.0,6,1,10,5,4,4,6,6,6,6,6,1,1,4,1,6,6,3,5,3,5,6,5,5,4,5,4,5,4,2,4,5,2,1,1,1
21923,The Kink (novel),1927.0,5,1,10,4,3,4,5,4,4,5,4,2,1,3,2,6,5,3,5,5,5,4,5,5,4,5,2,5,4,4,3,3,4,1,1,1
21924,The Dagwort Coombe Murder,1929.0,5,2,15,3,3,4,5,5,5,5,5,1,1,4,2,5,6,3,5,5,6,5,5,5,4,5,4,5,4,4,4,4,3,1,1,2
21925,The Silver Sickle Case,1938.0,5,1,10,3,3,4,5,5,4,5,5,1,1,4,2,6,5,3,5,5,5,5,5,5,4,5,3,5,4,4,2,2,4,1,1,2
21926,Fourfingers,1939.0,5,2,10,3,3,4,5,5,4,5,5,1,1,3,1,5,5,3,5,5,5,5,5,5,4,5,3,5,3,4,2,2,5,1,1,1
21927,The Riddle of the Roost,1939.0,5,2,10,3,3,3,5,5,4,5,5,2,1,3,2,5,5,3,5,4,5,5,5,5,4,5,3,5,2,4,2,2,4,1,1,2
21928,The Body on the Beam,1932.0,5,2,15,4,4,4,5,5,5,5,5,1,1,3,2,5,5,3,5,5,6,5,5,5,4,5,4,5,4,4,3,3,5,1,1,3
21929,The Wayward Daughter (novel),2018.0,5,1,10,4,4,3,6,5,6,5,5,1,1,4,2,6,5,3,5,3,6,6,5,5,4,5,4,5,2,3,4,5,2,1,1,1
21930,A Naked Needle,1976.0,5,1,10,4,4,4,6,5,5,6,6,1,1,5,5,6,6,3,5,3,6,5,6,6,4,5,4,5,4,3,4,5,2,1,1,1
21931,The Ladies of Lyndon,,5,4,10,4,4,3,5,5,5,6,5,1,1,4,2,6,6,3,5,4,6,5,5,5,4,5,4,5,3,3,4,4,2,1,1,2
21932,Together and Apart,1936.0,5,1,10,3,3,2,5,5,5,5,5,1,1,3,2,5,5,3,3,3,6,5,5,5,4,5,4,5,3,3,4,5,2,1,1,2
21933,The Actual Star,,5,5,10,5,4,4,5,5,5,6,5,6,6,5,3,6,6,3,6,5,5,5,6,6,4,5,4,5,5,4,5,6,4,4,4,2
21934,Red Sky at Morning (Kennedy novel),1927.0,5,2,10,3,4,3,6,5,5,6,5,1,1,3,2,6,6,3,5,3,6,5,5,5,4,5,4,5,3,3,4,5,3,1,1,2
21935,The Oracles,1955.0,5,1,10,3,3,3,5,4,5,5,5,3,2,3,2,5,5,3,5,5,6,5,5,5,4,5,4,5,3,4,3,2,3,1,1,2
21936,Modiaain,1980.0,5,1,10,4,4,3,6,6,5,6,5,3,1,5,3,6,6,3,5,3,6,5,6,5,4,6,4,6,4,3,5,5,2,4,1,1
21937,The Vanishing Corpse,1941.0,5,2,5,3,4,4,5,5,5,5,5,1,1,4,3,6,5,4,5,5,5,5,6,5,4,5,4,5,4,5,4,4,5,1,1,3
21938,Lady Killer (novel),1951.0,5,4,10,3,3,4,5,5,4,5,5,1,1,3,1,5,5,3,5,5,6,5,5,5,4,5,4,5,4,4,3,2,4,1,2,3
21939,Don't Open the Door,1945.0,5,2,10,4,4,4,5,5,5,5,5,1,1,3,2,6,5,3,5,5,6,5,5,5,4,5,4,5,4,4,4,4,5,1,1,2
21940,Death Knocks Three Times,1949.0,5,1,10,3,3,4,5,5,5,5,5,2,1,3,2,5,5,3,5,5,6,5,5,5,4,5,3,5,4,4,3,3,4,2,1,2
21941,Teen Ghumti (novel),1968.0,5,3,10,5,4,3,6,6,5,5,6,1,1,4,2,6,6,3,3,5,6,5,5,5,4,5,4,5,3,3,5,5,4,4,1,3
21942,Released for Death,1938.0,5,2,10,4,3,4,5,5,5,5,5,2,1,3,2,5,5,3,5,5,6,5,5,5,4,5,4,5,3,4,3,3,4,1,1,3
21944,Whore of New York,2021.0,6,1,10,5,4,3,6,6,5,6,6,1,1,2,1,6,6,3,3,5,5,5,6,5,4,6,4,5,4,2,5,6,4,4,2,2
21945,Tiger Flowers (book),1994.0,6,1,5,4,4,3,6,6,6,6,6,1,1,3,2,6,5,3,6,5,6,6,6,5,4,5,5,5,3,2,5,5,3,2,1,1
21946,The Marble Statue,1818.0,5,1,5,3,3,3,5,5,5,5,5,6,2,4,3,6,6,3,5,5,5,5,6,6,4,5,4,5,3,4,4,4,5,2,1,3
21947,The Case Against Andrew Fane,1931.0,5,1,10,3,3,2,5,5,5,5,5,1,1,2,2,5,5,3,4,5,5,5,5,5,4,5,4,5,4,4,4,3,5,1,1,3
21948,Beach Read,2020.0,6,2,10,4,4,4,6,6,6,6,5,1,1,2,1,6,5,3,7,4,6,6,5,5,4,6,4,5,4,3,5,6,3,1,1,3
21949,Bhimsen Ko Antya,1972.0,5,1,10,4,4,3,6,6,5,6,6,1,1,3,1,5,5,3,3,3,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1,3
21950,Empire of Wild,2020.0,5,3,10,5,4,4,6,6,6,6,5,5,1,4,2,6,6,3,5,5,6,5,6,5,4,6,4,5,5,4,5,5,4,2,1,3
21952,Mr. Achilles,1912.0,5,2,10,4,4,4,5,5,5,6,5,1,1,4,2,5,5,3,5,3,6,5,5,5,4,5,4,5,4,4,4,4,4,1,1,2
21953,Land Where I Flee,2013.0,5,3,10,5,4,4,6,6,5,6,6,1,1,4,2,6,6,3,5,3,6,6,5,5,4,5,4,5,3,2,5,5,2,1,1,1
21954,So Brief the Spring,1952.0,5,2,5,3,3,3,5,4,5,5,5,1,1,2,2,5,5,3,5,3,6,5,5,5,4,5,4,5,2,4,4,3,2,1,1,2
21955,Checkmate to Murder,1944.0,5,2,10,3,4,4,5,5,5,5,5,1,1,4,2,6,6,3,5,5,6,5,6,5,4,5,4,5,4,4,4,2,5,1,1,2
21956,The Every,2021.0,5,3,10,4,3,3,5,5,5,6,5,2,6,5,2,6,6,4,1,6,6,5,6,5,4,6,4,5,5,4,5,5,5,2,1,3
21958,These Names Make Clues,1937.0,5,1,15,4,3,4,5,5,5,5,5,2,1,4,3,6,6,3,5,5,6,5,5,5,4,5,3,5,4,4,3,3,4,2,2,3
21960,Fire in the Thatch,1946.0,5,3,10,3,3,4,5,5,5,5,6,1,1,4,2,6,6,3,5,5,6,5,5,5,4,5,4,5,3,4,4,3,4,1,1,3
21962,Accident by Design,1950.0,5,2,10,4,3,4,5,5,5,5,5,1,1,4,2,5,6,3,5,5,5,5,5,5,4,5,4,5,4,4,4,4,4,2,1,2
21963,Ask a Policeman (novel),1955.0,5,2,10,3,3,3,5,5,3,5,5,1,1,3,2,5,5,3,3,5,5,5,5,5,4,5,3,5,3,4,3,2,4,1,1,3
21964,Murder in the Mill-Race,1952.0,5,1,15,3,3,3,5,5,5,5,5,2,1,3,2,6,6,3,5,5,5,5,5,5,4,5,4,5,4,4,3,3,4,1,1,2
21965,Still Waters (novel),1949.0,5,1,10,3,4,3,5,5,5,5,5,3,1,4,2,6,6,3,5,5,6,5,5,5,4,5,3,5,3,4,3,4,4,1,1,2
21966,Part for a Poisoner,1948.0,5,2,10,3,3,4,5,5,5,5,5,1,1,3,2,5,5,3,5,5,6,5,5,5,4,5,4,5,4,4,4,3,4,1,1,3
21967,Death Before Dinner,1948.0,5,1,10,4,3,4,5,5,4,5,5,1,1,3,2,6,6,3,4,5,6,5,5,5,4,5,3,5,4,4,3,2,4,1,2,2
21968,Shroud of Darkness,1954.0,5,1,10,3,3,3,5,5,4,5,6,1,1,3,2,6,6,3,3,5,5,5,5,5,4,5,3,5,4,4,2,1,5,1,1,1
21969,Let Well Alone,1954.0,5,2,10,3,3,4,5,5,5,5,5,2,1,4,2,5,5,3,5,4,6,5,5,5,4,5,3,5,4,4,3,3,4,1,1,2
21970,The Grownup,2014.0,5,3,5,4,3,3,6,5,4,6,4,3,1,4,2,6,6,3,5,6,5,5,6,6,4,6,4,5,4,4,5,5,5,2,1,3
21971,The Sixteenth Stair,1942.0,5,1,10,4,3,4,5,5,5,5,5,2,1,4,2,6,6,3,5,5,6,5,5,5,4,5,4,5,4,4,3,3,5,1,1,2
21972,The Tea Master and the Detective,2018.0,6,2,10,4,4,5,6,5,5,6,5,6,6,5,3,6,6,4,7,5,6,6,6,6,4,6,4,5,4,4,5,5,5,2,1,2
21974,Into the Light (novel),2021.0,5,3,10,4,4,4,5,5,4,6,5,6,6,5,2,6,6,4,5,5,5,5,5,5,4,5,4,5,4,4,2,3,4,2,1,2
21975,Death of an Author (Lorac novel),1935.0,5,3,10,3,3,4,5,5,4,5,5,1,1,3,2,5,5,3,6,5,6,5,5,5,4,5,4,5,3,4,3,2,4,1,1,2
21976,Standing Room Only (novel),1936.0,5,1,10,3,3,3,5,5,5,5,5,1,1,3,2,5,5,3,5,4,6,5,5,5,4,5,3,5,4,4,4,5,2,1,1,2
21977,Q.E.D. (novel),1930.0,5,1,10,3,4,4,5,5,5,5,5,1,1,3,2,5,5,3,6,5,6,5,5,5,4,5,4,5,4,4,4,3,4,1,1,1
21978,The House of Hands,1960.0,5,2,10,4,3,3,5,5,5,5,5,1,1,5,2,6,6,3,5,5,5,5,6,5,4,5,4,5,3,4,5,5,4,1,1,2
21979,Murder by Matchlight,1945.0,5,1,10,3,3,3,5,4,4,5,5,1,1,3,2,5,5,3,5,5,5,5,5,5,4,5,3,5,3,4,3,2,5,1,1,2
21980,The Last Thing He Told Me,2021.0,5,2,10,4,4,4,6,6,5,6,5,1,1,2,3,6,5,4,6,5,6,6,5,5,4,5,4,5,5,5,5,6,5,2,2,3
21981,Crime Counter Crime,1936.0,5,2,15,4,3,3,5,5,5,5,5,1,1,4,2,6,6,3,5,5,5,5,5,5,4,5,4,5,3,4,3,3,4,1,1,2
21982,Epitaph for a Spy,1938.0,5,1,10,5,4,4,6,6,6,6,6,1,1,5,1,6,6,4,5,5,6,6,6,6,4,6,4,5,4,4,5,5,5,1,1,2
21983,Judgment on Deltchev,1951.0,5,3,15,4,3,3,5,5,4,5,6,1,1,4,3,6,6,3,5,5,4,5,5,5,4,5,4,5,4,5,3,3,5,1,1,3
21984,The Schirmer Inheritance,1953.0,5,2,10,4,3,4,5,5,5,5,5,2,1,4,3,6,6,3,5,5,5,5,5,5,4,5,4,5,4,4,4,5,4,4,2,2
21985,The Night-Comers,1956.0,5,2,10,4,3,4,5,5,5,5,5,1,1,5,3,6,6,3,6,5,5,5,5,5,4,5,4,5,5,4,4,5,4,1,1,2
21986,The Light of Day (Eric Ambler novel),1962.0,5,1,10,4,3,2,6,5,5,6,5,2,1,4,3,6,6,4,5,5,6,5,5,5,4,5,3,5,4,5,4,4,4,1,1,2
21987,The Levanter,1972.0,5,2,10,4,3,4,5,5,4,5,5,1,1,4,2,6,5,3,7,5,5,5,5,5,4,5,4,5,4,5,4,5,5,1,1,3
21988,Doctor Frigo,1974.0,5,1,10,4,2,3,6,5,5,6,5,1,1,4,2,6,6,3,6,5,5,5,5,5,4,6,4,5,3,5,5,5,4,2,1,3
21989,Send No More Roses,1977.0,5,3,10,3,1,4,5,2,1,5,6,1,1,3,3,5,5,4,5,5,5,5,5,5,4,5,3,5,4,5,3,2,5,2,2,3
21990,Ace of Spades (novel),2021.0,5,2,10,5,4,4,6,6,6,6,6,1,1,5,1,6,6,4,6,6,6,6,6,6,4,6,5,6,5,5,5,7,5,2,1,3
21991,Aristotle and Dante Dive into the Waters of the World,2021.0,5,2,15,5,5,4,6,7,6,6,5,1,1,5,5,6,6,3,7,5,6,6,6,5,5,6,5,6,5,3,5,6,3,1,1,3
21992,Harrow (novel),2021.0,5,1,10,5,4,4,5,6,5,6,5,5,6,5,3,6,6,3,3,5,3,5,6,6,4,5,5,5,4,2,5,6,4,4,4,2
21993,The Love Hypothesis,2021.0,6,1,10,4,4,4,6,6,6,6,5,1,1,2,2,6,5,4,6,3,6,6,5,5,4,6,4,6,4,3,4,5,2,1,1,2
21994,The Hothouse by the East River,1973.0,5,2,10,4,3,3,6,5,4,6,5,2,3,4,2,6,6,3,3,5,5,5,5,5,4,5,4,5,3,3,5,4,4,4,3,2
21995,The Fisherman (novel),2016.0,5,2,5,4,4,4,6,6,6,6,4,6,5,5,3,6,6,3,5,5,6,5,6,6,4,5,4,5,4,4,5,5,4,1,1,3
21996,Bats in the Belfry (novel),1937.0,5,1,10,3,3,3,5,5,5,5,5,1,1,3,2,5,5,3,5,5,5,5,5,5,4,5,4,5,4,5,4,3,5,2,1,3
21998,Miss Pinnegar Disappears,1952.0,5,2,10,3,4,2,5,5,5,5,5,2,1,3,1,5,5,3,3,5,5,5,5,5,4,5,4,5,2,4,3,3,4,1,1,1
21999,Death of Anton,1936.0,5,1,10,3,3,3,5,5,3,5,5,3,1,3,2,6,5,3,6,5,6,5,6,5,4,5,4,5,2,4,2,1,5,1,1,2
22000,400 Days (novel),2021.0,5,2,10,4,4,4,6,5,5,6,5,1,1,3,2,5,5,4,7,5,6,5,5,5,4,5,4,6,5,5,4,5,4,1,1,2
22002,Death in the House,1939.0,5,4,10,3,3,4,5,5,4,5,5,1,1,3,1,5,5,4,6,5,5,5,5,5,4,5,4,5,4,5,3,2,5,1,1,3
22005,One Year on the High Plateau,,6,1,10,5,3,4,6,6,5,6,6,1,1,5,3,6,6,3,5,5,5,6,6,5,4,5,4,5,4,4,4,5,3,1,1,2
22006,Enemy Unseen (Crofts novel),1945.0,5,1,10,3,3,4,5,5,4,5,5,1,1,3,2,6,6,3,6,5,6,5,5,5,4,5,3,5,4,4,2,3,4,1,1,2
22007,Fountain Inn (novel),1939.0,5,2,10,3,4,4,5,5,5,5,5,1,1,3,1,5,5,3,5,4,6,5,5,5,4,5,3,5,4,4,3,3,4,1,1,2
22008,The Tenth Riddle,2021.0,5,3,10,4,4,4,5,5,5,6,5,5,1,4,3,6,6,4,5,5,5,5,5,5,4,5,4,5,4,5,3,3,4,2,2,2
22009,The Canadian Brothers,1840.0,5,2,10,3,3,3,5,5,4,5,5,3,1,4,3,5,6,3,5,5,5,5,5,5,4,5,3,5,4,5,4,5,2,2,1,3
22010,The Chasm (novel),1947.0,5,1,5,3,4,3,5,5,5,5,5,2,1,4,2,5,5,3,5,5,5,5,5,5,4,5,4,5,3,4,4,5,4,1,1,2
22011,Han Ningen,1954.0,5,1,10,4,4,3,6,6,6,6,5,2,2,3,2,6,6,3,5,5,5,5,6,6,4,5,4,5,3,2,5,5,4,2,1,1
22012,Green Battlefield,1943.0,5,2,10,4,4,4,5,5,5,5,5,1,1,4,2,6,6,3,5,5,6,5,5,5,4,5,4,5,4,4,3,4,4,1,1,2
22013,Matthew Silverman (novel),1937.0,5,4,5,3,4,3,5,5,5,5,5,1,1,3,1,5,5,3,6,4,6,5,5,5,4,5,3,5,3,3,4,4,2,1,1,2
22014,His Bones are Coral,1955.0,5,1,10,3,3,3,5,5,5,5,5,3,2,4,2,5,6,4,5,5,6,5,5,5,4,5,3,5,4,4,3,5,4,1,1,2
22016,Queen's Pawn (novel),1969.0,5,1,10,3,3,4,5,5,5,5,5,2,1,3,3,5,5,4,5,5,6,5,5,5,4,5,3,5,4,4,4,4,4,1,1,2
22017,Doubled in Diamonds,1966.0,5,2,15,4,3,4,5,5,4,5,5,3,2,4,3,6,6,3,5,5,5,5,5,5,4,5,3,5,4,4,2,3,4,2,1,2
22020,The Scorpio Letters,1964.0,5,4,10,3,4,4,5,5,5,5,5,2,1,3,3,6,5,4,6,4,6,5,5,5,4,5,3,5,5,4,3,3,3,1,1,2
22021,Firecrest (novel),1971.0,5,1,10,4,4,3,5,5,5,5,5,1,2,3,2,5,5,3,5,5,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1,2
22022,A High Five for Glenn Burke,2020.0,6,2,5,5,5,4,6,6,6,6,6,1,1,1,2,5,5,3,5,5,6,6,5,5,4,6,4,5,4,2,5,6,3,1,1,2
22023,Castle Minerva,1954.0,5,2,10,3,4,4,5,5,5,5,5,3,2,4,2,6,6,3,5,4,5,5,5,5,4,5,4,5,4,4,3,4,3,1,1,2
22025,An Extraordinary Union,2017.0,6,2,10,5,4,5,6,6,5,6,6,1,1,4,3,6,6,4,6,5,6,6,6,6,4,6,4,6,5,4,4,5,4,1,1,2
22026,Lake Success (novel),2018.0,6,2,10,4,2,2,6,5,4,6,6,1,1,3,3,5,5,3,5,4,6,5,5,5,4,6,4,5,3,4,5,5,4,2,2,2
22027,Wilder Girls,2019.0,5,3,5,4,4,3,6,6,5,6,3,6,6,5,1,6,6,4,3,5,5,5,6,6,4,5,4,6,4,4,4,5,5,1,1,2
22028,Darius the Great Is Not Okay,,6,2,10,5,5,3,6,7,6,6,6,1,1,4,5,6,6,3,7,5,6,6,6,5,4,6,5,5,4,2,5,6,3,1,1,3
22029,Anger Is a Gift,,6,1,10,5,5,4,6,6,6,6,6,1,1,3,1,6,6,4,6,5,6,6,6,5,5,6,5,6,5,4,5,6,5,1,1,2
22030,History Is All You Left Me,2017.0,6,2,10,5,5,3,6,7,6,6,6,1,1,1,1,6,5,3,5,5,6,6,6,5,4,6,5,6,4,3,5,6,5,4,2,3
22031,After We Collided (novel),2014.0,5,2,10,4,3,4,5,5,5,5,4,1,1,2,3,5,4,3,4,3,5,4,5,5,4,5,4,5,4,4,5,5,3,2,1,2
22032,Salamis (novel),2020.0,5,2,10,3,3,4,5,5,5,5,6,2,1,5,4,6,6,3,5,3,5,5,5,5,4,5,3,5,4,5,3,2,2,1,1,2
22033,Ghost (Reynolds novel),2016.0,5,1,10,3,4,3,6,5,6,6,5,1,1,3,1,5,5,3,5,3,6,5,5,5,4,5,3,5,4,2,3,4,1,1,1,1
22034,The Cheyne Mystery,1926.0,5,2,10,3,4,3,5,5,5,5,5,3,1,4,5,6,6,3,6,5,6,5,5,5,4,5,4,5,4,5,3,5,5,1,1,2
22038,Annihilation (Houellebecq novel),2022.0,5,5,15,4,2,3,5,4,4,5,5,1,3,4,3,5,5,3,3,5,3,5,5,5,4,5,4,5,3,4,4,3,4,2,1,3
22039,Sir John Magill's Last Journey,1930.0,5,2,10,3,3,4,5,4,3,5,5,1,1,3,4,5,5,3,6,5,6,5,5,5,4,5,3,5,3,5,3,1,4,2,1,2
22041,Fear Comes to Chalfont,1942.0,5,2,10,3,3,4,5,5,5,5,5,1,1,3,2,5,5,3,5,4,6,5,5,5,4,5,4,5,3,4,4,3,3,1,1,2
22042,Antidote to Venom,1938.0,5,2,10,3,3,3,5,5,4,6,5,2,1,3,2,5,5,3,5,5,6,5,5,5,4,5,3,5,4,4,4,4,4,1,1,2
22043,The Loss of the Jane Vosper,1936.0,5,2,10,3,4,5,5,5,5,5,5,1,1,3,3,5,5,3,7,5,6,5,5,5,4,5,3,5,5,5,2,2,5,1,1,3
22044,On Such a Full Sea,2014.0,5,1,15,5,4,3,6,6,5,6,5,6,6,5,6,6,6,3,5,6,5,5,6,6,4,5,4,5,5,5,5,6,5,4,2,3
22046,Open Water (novel),2021.0,6,2,10,5,5,3,6,7,6,6,6,1,1,3,1,6,6,3,6,5,6,6,6,5,5,6,5,6,4,2,5,6,3,2,1,3
